date,최고 기온(°C),최소 상대습도(%),평균 기온(°C),평균 상대습도(%),일강수량(mm),평균 풍속(m/s),합계 일조 시간(hr),0.5m 지중온도(°C),최대 풍속(m/s),합계 일사량(MJ/m2),target,tp_1_0,tp_1_1,tp_1_2,tp_1_3,tp_2_0,tp_2_1,tp_2_2,tp_2_3
201404,19.63666666666666,36.03333333333333,13.963333333333335,59.87333333333333,4.428571428571429,2.8233333333333333,7.106666666666667,13.463333333333335,6.113333333333332,15.166666666666664,86252,0,1,0,0,0,1,0,0
201405,25.251612903225798,32.83870967741935,18.945161290322574,59.058064516129036,7.0,3.2032258064516133,9.806451612903226,18.080645161290324,6.793548387096774,20.25225806451613,100802,0,0,1,0,0,0,1,0
201503,12.44516129032258,22.35483870967742,6.290322580645161,45.1741935483871,1.6,3.0838709677419347,8.735483870967744,6.683870967741938,6.370967741935482,14.794193548387096,55316,0,1,0,0,0,1,0,0
201504,18.826666666666664,32.23333333333333,13.326666666666664,54.38666666666665,5.03125,3.12,7.1999999999999975,12.393333333333333,6.523333333333335,14.994666666666665,100979,0,1,0,0,0,1,0,0
201505,24.887096774193548,30.35483870967742,18.883870967741935,52.78064516129031,4.128571428571428,2.9548387096774205,9.367741935483872,18.148387096774194,6.170967741935482,19.450000000000006,130874,0,0,1,0,0,0,1,0
201603,12.612903225806456,28.22580645161291,7.04516129032258,51.01612903225804,6.750000000000001,2.441935483870968,8.183870967741933,6.906451612903223,5.10967741935484,13.96,69020,0,1,0,0,0,1,0,0
201604,20.316666666666666,30.53333333333333,14.066666666666665,54.75666666666665,6.9818181818181815,2.4200000000000004,7.316666666666667,13.330000000000002,5.44,15.346666666666666,118061,0,0,1,0,0,0,1,0
201605,25.68709677419355,31.22580645161291,19.55806451612904,56.21935483870967,14.590909090909092,2.367741935483872,9.035483870967745,18.674193548387095,5.148387096774194,19.17870967741936,161461,0,0,1,0,0,0,1,0
201703,12.309677419354838,25.12903225806452,6.325806451612903,48.1032258064516,0.9875,2.367741935483872,8.23225806451613,6.5354838709677425,5.432258064516129,14.351612903225806,68205,0,1,0,0,0,1,0,0
201704,19.95,27.66666666666667,13.933333333333335,52.37333333333334,6.16,2.55,8.656666666666665,12.750000000000002,5.766666666666665,17.461071428571426,120740,0,0,1,0,0,1,0,0
201705,25.435483870967737,30.41935483870968,19.490322580645163,52.287096774193536,2.3000000000000003,2.4290322580645163,9.725806451612904,18.80322580645161,5.483870967741939,20.81774193548388,144608,0,0,1,0,0,0,1,0
201803,13.596774193548393,33.67741935483871,8.080645161290322,59.20645161290322,4.95,1.9193548387096784,6.7451612903225815,6.019354838709679,4.183870967741936,14.400322580645161,100321,0,1,0,0,0,1,0,0
201804,18.51333333333333,29.83333333333333,12.986666666666665,54.63,11.845454545454546,2.0033333333333334,7.446666666666667,12.343333333333335,4.503333333333333,17.106333333333332,110981,0,1,0,0,0,1,0,0
201805,23.29032258064517,40.87096774193548,18.167741935483875,63.435483870967744,15.857142857142858,1.7193548387096769,7.470967741935484,17.73225806451613,4.206451612903226,18.104516129032266,161723,0,0,1,0,0,0,1,0
201903,12.445161290322584,25.838709677419356,7.0935483870967735,51.303225806451614,2.68,2.0870967741935478,6.574193548387097,6.877419354838708,4.72258064516129,13.47483870967742,143929,0,1,0,0,0,1,0,0
201904,17.639999999999993,27.36666666666667,12.12,50.94333333333334,3.6384615384615375,1.8766666666666665,7.386666666666668,11.173333333333336,4.456666666666666,16.737333333333332,199321,0,1,0,0,0,1,0,0
201905,25.64193548387097,24.77419354838709,19.41935483870968,46.48709677419353,5.4,2.0580645161290323,10.129032258064516,17.77741935483871,4.580645161290325,22.625483870967745,246336,0,0,1,0,0,0,1,0
