"측정일시","측정소명","이산화질소농도(ppm)","오존농도(ppm)","일산화탄소농도(ppm)","아황산가스(ppm)","미세먼지(㎍/㎥)","초미세먼지(㎍/㎥)"
"20210801","강남구","0.012","0.034","0.4","0.003","25","17"
"20210801","강남대로","0.018","0.022","0.5","0.002","23","13"
"20210801","강동구","0.011","0.027","0.3","0.002","22","16"
"20210801","강변북로","0.014","0.031","0.6","0.003","19","11"
"20210801","강북구","0.006","0.039","0.3","0.003","27","20"
"20210801","강서구","0.008","0.044","0.3","0.002","26","19"
"20210801","공항대로","0.017","0.044","0.4","0.002","30","20"
"20210801","관악구","0.009","0.048","0.4","0.003","28","20"
"20210801","관악산","0.008","0.049","0.5","0.003","31","23"
"20210801","광진구","0.009","0.037","0.4","0.003","23","14"
"20210801","구로구","0.009","0.05","0.4","0.003","21","9"
"20210801","궁동","0.013","0.035","0.4","0.003","35","20"
"20210801","금천구","0.012","0.038","0.4","0.003","28","21"
"20210801","남산","0.007","0.046","0.2","0.002","22","15"
"20210801","노원구","0.011","0.032","0.4","0.002","24","18"
"20210801","도봉구","0.005","0.04","0.3","0.003","25","13"
"20210801","도산대로","0.015","0.042","0.5","0.002","27","14"
"20210801","동대문구","0.011","0.041","0.4","0.003","25","18"
"20210801","동작구","0.012","0.034","0.4","0.003","32","19"
"20210801","동작대로","0.025","0.036","0.5","0.003","28","19"
"20210801","마포구","0.009","0.049","0.4","0.003","27","18"
"20210801","마포아트센터","0.005","0.061","0.5","0.002","21","17"
"20210801","북한산","0.005","0.033","0.4","0.002","21","15"
"20210801","서대문구","0.006","0.041","0.5","0.003","19","17"
"20210801","서울숲","0.01","0.033","0.5","0.002","21","11"
"20210801","서초구","0.013","0.044","0.6","0.003","24","15"
"20210801","성동구","0.014","0.041","0.5","0.003","24","19"
"20210801","성북구","0.011","0.041","0.5","0.003","26","13"
"20210801","세곡","0.015","0.023","0.7","0.003","27","14"
"20210801","송파구","0.014","0.035","0.4","0.002","29","20"
"20210801","시흥대로","0.025","0.036","0.5","0.003","34","24"
"20210801","신촌로","0.016","0.022","0.5","0.003","30","19"
"20210801","양천구","0.008","0.049","0.4","0.003","29","20"
"20210801","영등포구","0.01","0.055","0.5","0.003","26","21"
"20210801","영등포로","0.017","0.045","0.5","0.003","28","21"
"20210801","올림픽공원","0.01","0.032","0.5","0.002","17","11"
"20210801","용산구","0.014","0.028","0.3","0.003","26","19"
"20210801","은평구","0.008","0.038","0.4","0.003","24","15"
"20210801","자연사박물관","0.008","0.056","0.5","0.003","22","12"
"20210801","정릉로","0.017","0.038","0.4","0.002","27","20"
"20210801","종로","0.009","0.036","0.4","0.003","25","20"
"20210801","종로구","0.01","0.043","0.4","0.003","24","19"
"20210801","중구","0.01","0.039","0.4","0.003","30","21"
"20210801","중랑구","0.01","0.04","0.3","0.003","25","16"
"20210801","천호대로","0.02","0.027","0.4","0.003","25","17"
"20210801","청계천로","0.013","0.043","0.4","0.003","29","21"
"20210801","한강대로","0.014","0.029","0.5","0.004","30","22"
"20210801","행주","0.008","0.042","0.5","0.002","31","20"
"20210801","홍릉로","0.016","0.033","0.4","0.003","26","18"
"20210801","화랑로","0.022","0.019","0.5","0.003","26","16"
"20210731","강남구","0.009","0.042","0.3","0.003","24","16"
"20210731","강남대로","0.018","0.033","0.4","0.002","18","9"
"20210731","강동구","0.01","0.039","0.3","0.003","21","15"
"20210731","강변북로","0.023","0.031","0.5","0.003","20","11"
"20210731","강북구","0.009","0.045","0.3","0.003","22","16"
"20210731","강서구","0.008","0.04","0.2","0.002","20","15"
"20210731","공항대로","0.015","0.045","0.3","0.003","24","14"
"20210731","관악구","0.008","0.045","0.3","0.003","25","15"
"20210731","관악산","0.005","0.048","0.4","0.003","19","12"
"20210731","광진구","0.009","0.05","0.4","0.003","22","15"
"20210731","구로구","0.008","0.048","0.3","0.003","15","7"
"20210731","궁동","0.01","0.053","0.3","0.004","26","14"
"20210731","금천구","0.011","0.039","0.3","0.003","21","16"
"20210731","남산","0.008","0.046","0.1","0.002","17","11"
"20210731","노원구","0.011","0.044","0.3","0.002","22","17"
"20210731","도봉구","0.006","0.042","0.2","0.003","23","11"
"20210731","도산대로","0.019","0.04","0.5","0.003","21","11"
"20210731","동대문구","0.01","0.047","0.3","0.003","22","17"
"20210731","동작구","0.008","0.039","0.3","0.003","25","15"
"20210731","동작대로","0.024","0.038","0.4","0.003","26","16"
"20210731","마포구","0.011","0.043","0.3","0.003","22","14"
"20210731","마포아트센터","0.007","0.056","0.4","0.002","16","11"
"20210731","북한산","0.007","0.039","0.4","0.003","18","12"
"20210731","서대문구","0.006","0.045","0.4","0.004","16","12"
"20210731","서울숲","0.01","0.039","0.4","0.002","19","10"
"20210731","서초구","0.014","0.044","0.5","0.003","22","11"
"20210731","성동구","0.016","0.044","0.3","0.003","23","17"
"20210731","성북구","0.012","0.047","0.5","0.003","21","12"
"20210731","세곡","0.009","0.042","0.6","0.002","20","8"
"20210731","송파구","0.01","0.042","0.4","0.002","24","16"
"20210731","시흥대로","0.018","0.04","0.3","0.003","27","19"
"20210731","신촌로","0.032","0.012","0.5","0.003","27","16"
"20210731","양천구","0.008","0.043","0.3","0.003","24","15"
"20210731","영등포구","0.01","0.047","0.4","0.003","23","17"
"20210731","영등포로","0.026","0.031","0.4","0.003","26","17"
"20210731","올림픽공원","0.009","0.049","0.4","0.002","14","9"
"20210731","용산구","0.013","0.037","0.3","0.003","23","16"
"20210731","은평구","0.008","0.046","0.4","0.003","19","12"
"20210731","자연사박물관","0.008","0.058","0.4","0.003","17","9"
"20210731","정릉로","0.029","0.035","0.4","0.003","26","18"
"20210731","종로","0.019","0.035","0.3","0.003","23","16"
"20210731","종로구","0.01","0.048","0.3","0.003","21","16"
"20210731","중구","0.012","0.038","0.3","0.003","26","17"
"20210731","중랑구","0.011","0.05","0.3","0.003","26","17"
"20210731","천호대로","0.021","0.039","0.3","0.003","28","16"
"20210731","청계천로","0.018","0.043","0.4","0.004","26","17"
"20210731","한강대로","0.022","0.019","0.6","0.004","31","19"
"20210731","행주","0.008","0.047","0.4","0.003","23","14"
"20210731","홍릉로","0.02","0.037","0.4","0.004","28","17"
"20210731","화랑로","0.023","0.036","0.3","0.003","25","16"
"20210730","강남구","0.02","0.043","0.3","0.004","30","20"
"20210730","강남대로","0.033","0.029","0.4","0.003","24","13"
"20210730","강동구","0.017","0.04","0.3","0.003","30","22"
"20210730","강변북로","0.035","0.028","0.5","0.003","25","15"
"20210730","강북구","0.013","0.04","0.3","0.003","26","19"
"20210730","강서구","0.015","0.036","0.2","0.002","21","16"
"20210730","공항대로","0.031","0.033","0.4","0.004","30","16"
"20210730","관악구","0.015","0.044","0.3","0.004","26","16"
"20210730","관악산","0.009","0.054","0.4","0.004","24","14"
"20210730","광진구","0.015","0.05","0.4","0.003","32","20"
"20210730","구로구","0.015","0.043","0.3","0.004","19","8"
"20210730","궁동","0.02","0.037","0.3","0.004","33","15"
"20210730","금천구","0.019","0.035","0.3","0.004","25","17"
"20210730","남산","0.019","0.043","0.1","0.003","21","15"
"20210730","노원구","0.02","0.041","0.4","0.002","31","24"
"20210730","도봉구","0.01","0.046","0.2","0.003","28","13"
"20210730","도산대로","0.037","0.034","0.6","0.003","29","14"
"20210730","동대문구","0.017","0.048","0.3","0.003","27","21"
"20210730","동작구","0.016","0.038","0.3","0.004","28","16"
"20210730","동작대로","0.042","0.032","0.4","0.004","30","21"
"20210730","마포구","0.018","0.042","0.3","0.004","24","15"
"20210730","마포아트센터","0.013","0.054","0.3","0.003","20","14"
"20210730","북한산","0.01","0.046","0.3","0.003","23","15"
"20210730","서대문구","0.014","0.041","0.4","0.004","19","16"
"20210730","서울숲","0.021","0.043","0.4","0.003","29","14"
"20210730","서초구","0.022","0.041","0.5","0.004","28","13"
"20210730","성동구","0.025","0.045","0.3","0.003","28","22"
"20210730","성북구","0.019","0.046","0.4","0.003","29","15"
"20210730","세곡","0.019","0.042","0.6","0.003","29","15"
"20210730","송파구","0.022","0.044","0.4","0.003","34","22"
"20210730","시흥대로","0.047","0.022","0.4","0.005","40","22"
"20210730","신촌로","0.036","0.013","0.5","0.004","29","18"
"20210730","양천구","0.016","0.04","0.3","0.004","24","15"
"20210730","영등포구","0.019","0.043","0.4","0.004","23","17"
"20210730","영등포로","0.036","0.029","0.4","0.004","27","18"
"20210730","올림픽공원","0.016","0.051","0.5","0.003","24","16"
"20210730","용산구","0.018","0.037","0.3","0.003","28","20"
"20210730","은평구","0.015","0.043","0.4","0.003","25","14"
"20210730","자연사박물관","0.015","0.055","0.5","0.004","22","11"
"20210730","정릉로","0.044","0.032","0.4","0.003","32","22"
"20210730","종로","0.031","0.032","0.4","0.003","27","20"
"20210730","종로구","0.02","0.041","0.4","0.004","25","19"
"20210730","중구","0.024","0.033","0.4","0.004","30","19"
"20210730","중랑구","0.018","0.052","0.3","0.003","33","23"
"20210730","천호대로","0.035","0.033","0.4","0.003","35","22"
"20210730","청계천로","0.034","0.036","0.5","0.004","31","20"
"20210730","한강대로","0.028","0.02","0.6","0.004","40","25"
"20210730","행주","0.02","0.035","0.4","0.004","27","15"
"20210730","홍릉로","0.032","0.036","0.4","0.004","35","23"
"20210730","화랑로","0.039","0.03","0.4","0.003","35","24"
"20210729","강남구","0.024","0.051","0.5","0.004","50","35"
"20210729","강남대로","0.039","0.032","0.6","0.002","44","29"
"20210729","강동구","0.019","0.054","0.4","0.003","46","36"
"20210729","강변북로","0.043","0.033","0.7","0.003","45","30"
"20210729","강북구","0.011","0.05","0.4","0.003","45","36"
"20210729","강서구","0.018","0.041","0.3","0.002","46","32"
"20210729","공항대로","0.034","0.04","0.5","0.004","49","31"
"20210729","관악구","0.022","0.049","0.5","0.004","49","33"
"20210729","관악산","0.011","0.068","0.5","0.004","46","33"
"20210729","광진구","0.016","0.063","0.5","0.003","48","34"
"20210729","구로구","0.022","0.05","0.4","0.004","39","17"
"20210729","궁동","0.022","0.051","0.4","0.004","49","28"
"20210729","금천구","0.023","0.043","0.4","0.004","45","34"
"20210729","남산","0.015","0.055","0.3","0.003","40","29"
"20210729","노원구","0.02","0.054","0.4","0.002","44","37"
"20210729","도봉구","0.01","0.053","0.3","0.003","43","24"
"20210729","도산대로","0.033","0.049","0.7","0.003","50","29"
"20210729","동대문구","0.02","0.055","0.5","0.003","46","37"
"20210729","동작구","0.02","0.044","0.4","0.004","48","30"
"20210729","동작대로","0.048","0.039","0.5","0.004","49","35"
"20210729","마포구","0.023","0.046","0.4","0.004","45","31"
"20210729","마포아트센터","0.017","0.059","0.5","0.003","37","29"
"20210729","북한산","0.01","0.048","0.5","0.003","37","27"
"20210729","서대문구","0.012","0.051","0.6","0.004","35","27"
"20210729","서울숲","0.021","0.052","0.6","0.003","49","29"
"20210729","서초구","0.027","0.05","0.6","0.004","46","31"
"20210729","성동구","0.028","0.053","0.5","0.004","47","39"
"20210729","성북구","0.02","0.055","0.5","0.003","48","29"
"20210729","세곡","0.023","0.05","0.7","0.003","46","27"
"20210729","송파구","0.028","0.054","0.5","0.003","53","33"
"20210729","시흥대로","0.04","0.036","0.5","0.005","56","38"
"20210729","신촌로","0.047","0.013","0.7","0.004","52","33"
"20210729","양천구","0.019","0.045","0.4","0.004","48","31"
"20210729","영등포구","0.025","0.05","0.7","0.004","46","37"
"20210729","영등포로","0.044","0.033","0.6","0.004","50","36"
"20210729","올림픽공원","0.017","0.065","0.6","0.003","40","30"
"20210729","용산구","0.023","0.04","0.4","0.003","47","37"
"20210729","은평구","0.014","0.052","0.5","0.003","41","26"
"20210729","자연사박물관","0.016","0.066","0.6","0.004","40","23"
"20210729","정릉로","0.043","0.034","0.5","0.003","47","34"
"20210729","종로","0.028","0.042","0.5","0.004","44","36"
"20210729","종로구","0.021","0.055","0.5","0.004","43","35"
"20210729","중구","0.023","0.048","0.5","0.004","52","36"
"20210729","중랑구","0.019","0.066","0.4","0.003","50","38"
"20210729","천호대로","0.04","0.049","0.5","0.003","52","35"
"20210729","청계천로","0.032","0.048","0.6","0.004","51","37"
"20210729","한강대로","0.034","0.025","0.7","0.004","56","41"
"20210729","행주","0.019","0.041","0.5","0.003","45","30"
"20210729","홍릉로","0.033","0.045","0.6","0.004","51","37"
"20210729","화랑로","0.044","0.04","0.5","0.003","53","38"
"20210728","강남구","0.02","0.061","0.4","0.003","34","24"
"20210728","강남대로","0.039","0.04","0.5","0.002","29","18"
"20210728","강동구","0.015","0.053","0.3","0.002","28","22"
"20210728","강변북로","0.044","0.038","0.6","0.003","30","19"
"20210728","강북구","0.011","0.056","0.3","0.003","32","26"
"20210728","강서구","0.018","0.058","0.3","0.002","37","27"
"20210728","공항대로","0.04","0.054","0.4","0.003","40","23"
"20210728","관악구","0.02","0.064","0.4","0.003","37","25"
"20210728","관악산","0.009","0.077","0.4","0.003","35","25"
"20210728","광진구","0.013","0.067","0.4","0.003","31","22"
"20210728","구로구","0.017","0.066","0.3","0.003","24","12"
"20210728","궁동","0.024","0.059","0.4","0.003","47","26"
"20210728","금천구","0.022","0.058","0.4","0.003","37","29"
"20210728","남산","0.014","0.067","0.2","0.002","25","18"
"20210728","노원구","0.013","0.061","0.3","0.002","28","23"
"20210728","도봉구","0.009","0.058","0.3","0.003","29","15"
"20210728","도산대로","0.037","0.053","0.6","0.003","34","19"
"20210728","동대문구","0.018","0.063","0.3","0.003","30","24"
"20210728","동작구","0.017","0.056","0.3","0.003","38","23"
"20210728","동작대로","0.05","0.047","0.5","0.003","38","27"
"20210728","마포구","0.019","0.061","0.4","0.003","31","22"
"20210728","마포아트센터","0.014","0.078","0.5","0.002","24","19"
"20210728","북한산","0.009","0.053","0.4","0.003","24","18"
"20210728","서대문구","0.011","0.062","0.5","0.004","24","19"
"20210728","서울숲","0.018","0.062","0.5","0.002","33","17"
"20210728","서초구","0.025","0.058","0.6","0.003","31","17"
"20210728","성동구","0.026","0.064","0.4","0.003","31","26"
"20210728","성북구","0.017","0.062","0.5","0.003","32","17"
"20210728","세곡","0.018","0.054","0.5","0.003","31","19"
"20210728","송파구","0.02","0.058","0.4","0.003","32","19"
"20210728","시흥대로","0.053","0.043","0.5","0.004","48","33"
"20210728","신촌로","0.04","0.019","0.6","0.003","36","24"
"20210728","양천구","0.019","0.064","0.4","0.003","37","26"
"20210728","영등포구","0.025","0.065","0.5","0.003","33","27"
"20210728","영등포로","0.041","0.046","0.5","0.003","36","26"
"20210728","올림픽공원","0.014","0.067","0.4","0.003","24","16"
"20210728","용산구","0.021","0.051","0.3","0.003","32","26"
"20210728","은평구","0.012","0.066","0.4","0.003","27","18"
"20210728","자연사박물관","0.014","0.079","0.5","0.003","26","14"
"20210728","정릉로","0.045","0.047","0.4","0.003","35","25"
"20210728","종로","0.031","0.049","0.4","0.003","31","25"
"20210728","종로구","0.018","0.067","0.4","0.003","28","23"
"20210728","중구","0.022","0.058","0.4","0.004","34","24"
"20210728","중랑구","0.016","0.066","0.3","0.003","32","24"
"20210728","천호대로","0.032","0.048","0.4","0.003","33","22"
"20210728","청계천로","0.034","0.055","0.6","0.004","35","25"
"20210728","한강대로","0.033","0.034","0.6","0.004","42","27"
"20210728","행주","0.017","0.064","0.4","0.003","37","25"
"20210728","홍릉로","0.029","0.051","0.4","0.004","37","26"
"20210728","화랑로","0.036","0.045","0.4","0.003","36","24"
"20210727","강남구","0.019","0.043","0.3","0.003","29","18"
"20210727","강남대로","0.037","0.027","0.4","0.003","22","11"
"20210727","강동구","0.014","0.036","0.3","0.002","23","17"
"20210727","강변북로","0.039","0.023","0.5","0.003","23","14"
"20210727","강북구","0.009","0.047","0.2","0.003","23","18"
"20210727","강서구","0.016","0.05","0.2","0.002","28","18"
"20210727","공항대로","0.036","0.042","0.4","0.003","34","19"
"20210727","관악구","0.018","0.058","0.3","0.003","27","17"
"20210727","관악산","0.008","0.066","0.4","0.003","25","16"
"20210727","광진구","0.012","0.049","0.4","0.002","26","16"
"20210727","구로구","0.014","0.059","0.3","0.003","22","10"
"20210727","궁동","0.021","0.064","0.3","0.004","35","17"
"20210727","금천구","0.02","0.054","0.3","0.003","27","19"
"20210727","남산","0.016","0.047","0.2","0.002","21","14"
"20210727","노원구","0.014","0.04","0.3","0.002","22","17"
"20210727","도봉구","0.007","0.043","0.3","0.003","22","10"
"20210727","도산대로","0.031","0.04","0.5","0.003","26","12"
"20210727","동대문구","0.017","0.046","0.3","0.003","25","18"
"20210727","동작구","0.017","0.047","0.3","0.003","30","17"
"20210727","동작대로","0.044","0.039","0.4","0.003","27","18"
"20210727","마포구","0.018","0.051","0.3","0.003","26","17"
"20210727","마포아트센터","0.015","0.062","0.4","0.002","22","15"
"20210727","북한산","0.008","0.04","0.3","0.003","18","12"
"20210727","서대문구","0.011","0.049","0.4","0.004","21","15"
"20210727","서울숲","0.019","0.043","0.5","0.002","27","13"
"20210727","서초구","0.021","0.045","0.4","0.003","25","13"
"20210727","성동구","0.022","0.046","0.3","0.003","27","19"
"20210727","성북구","0.017","0.045","0.5","0.003","28","13"
"20210727","세곡","0.019","0.041","0.5","0.003","25","13"
"20210727","송파구","0.022","0.044","0.4","0.003","27","18"
"20210727","시흥대로","0.052","0.037","0.5","0.004","39","24"
"20210727","신촌로","0.042","0.013","0.5","0.003","31","20"
"20210727","양천구","0.015","0.058","0.3","0.003","28","18"
"20210727","영등포구","0.021","0.055","0.5","0.003","28","20"
"20210727","영등포로","0.031","0.037","0.4","0.003","28","20"
"20210727","올림픽공원","0.013","0.051","0.4","0.003","19","11"
"20210727","용산구","0.019","0.038","0.3","0.003","27","20"
"20210727","은평구","0.011","0.05","0.4","0.003","23","13"
"20210727","자연사박물관","0.014","0.065","0.4","0.003","22","10"
"20210727","정릉로","0.036","0.034","0.3","0.003","29","20"
"20210727","종로","0.026","0.037","0.4","0.003","26","19"
"20210727","종로구","0.017","0.048","0.4","0.004","24","18"
"20210727","중구","0.02","0.046","0.4","0.004","31","18"
"20210727","중랑구","0.015","0.045","0.3","0.003","26","18"
"20210727","천호대로","0.035","0.03","0.4","0.003","31","18"
"20210727","청계천로","0.028","0.042","0.5","0.004","31","19"
"20210727","한강대로","0.029","0.023","0.6","0.004","39","23"
"20210727","행주","0.017","0.048","0.4","0.003","29","16"
"20210727","홍릉로","0.025","0.038","0.4","0.004","28","18"
"20210727","화랑로","0.034","0.027","0.4","0.003","29","19"
"20210726","강남구","0.012","0.037","0.2","0.003","23","15"
"20210726","강남대로","0.025","0.028","0.4","0.003","17","8"
"20210726","강동구","0.008","0.037","0.2","0.002","19","15"
"20210726","강변북로","0.028","0.026","0.4","0.003","17","10"
"20210726","강북구","0.009","0.044","0.2","0.003","20","15"
"20210726","강서구","0.01","0.039","0.2","0.002","19","13"
"20210726","공항대로","0.025","0.035","0.3","0.003","25","14"
"20210726","관악구","0.011","0.046","0.3","0.003","21","12"
"20210726","관악산","0.005","0.047","0.3","0.003","17","10"
"20210726","광진구","0.009","0.047","0.3","0.003","21","13"
"20210726","구로구","0.008","0.042","0.3","0.003","13","8"
"20210726","궁동","0.015","0.044","0.2","0.004","25","13"
"20210726","금천구","0.01","0.04","0.3","0.003","19","14"
"20210726","남산","0.011","0.044","0.1","0.002","15","11"
"20210726","노원구","0.01","0.045","0.3","0.002","20","16"
"20210726","도봉구","0.006","0.043","0.2","0.003","19","9"
"20210726","도산대로","0.025","0.033","0.5","0.003","19","10"
"20210726","동대문구","0.011","0.045","0.2","0.003","19","14"
"20210726","동작구","0.01","0.035","0.2","0.003","22","12"
"20210726","동작대로","0.028","0.032","0.3","0.003","21","14"
"20210726","마포구","0.011","0.041","0.2","0.003","19","12"
"20210726","마포아트센터","0.008","0.05","0.3","0.002","15","10"
"20210726","북한산","0.007","0.04","0.3","0.002","15","10"
"20210726","서대문구","0.008","0.043","0.3","0.003","15","12"
"20210726","서울숲","0.011","0.043","0.4","0.002","20","9"
"20210726","서초구","0.012","0.039","0.4","0.003","21","8"
"20210726","성동구","0.016","0.044","0.3","0.003","20","15"
"20210726","성북구","0.014","0.044","0.4","0.002","20","9"
"20210726","세곡","0.009","0.038","0.4","0.003","19","9"
"20210726","송파구","0.012","0.044","0.3","0.003","21","14"
"20210726","시흥대로","0.046","0.02","0.5","0.004","29","18"
"20210726","신촌로","0.023","0.013","0.4","0.003","23","14"
"20210726","양천구","0.009","0.042","0.3","0.003","21","13"
"20210726","영등포구","0.014","0.041","0.4","0.003","20","14"
"20210726","영등포로","0.024","0.031","0.4","0.003","21","15"
"20210726","올림픽공원","0.008","0.05","0.3","0.003","15","9"
"20210726","용산구","0.011","0.041","0.2","0.003","20","14"
"20210726","은평구","0.01","0.045","0.3","0.003","17","10"
"20210726","자연사박물관","0.009","0.055","0.3","0.003","17","7"
"20210726","정릉로","0.033","0.032","0.3","0.003","24","16"
"20210726","종로","0.021","0.03","0.4","0.003","23","15"
"20210726","종로구","0.013","0.044","0.3","0.004","19","14"
"20210726","중구","0.017","0.038","0.4","0.004","24","14"
"20210726","중랑구","0.013","0.045","0.2","0.003","25","15"
"20210726","천호대로","0.022","0.035","0.3","0.003","23","15"
"20210726","청계천로","0.021","0.033","0.4","0.005","25","16"
"20210726","한강대로","0.02","0.02","0.5","0.004","35","18"
"20210726","행주","0.012","0.041","0.3","0.003","24","13"
"20210726","홍릉로","0.02","0.034","0.3","0.003","28","16"
"20210726","화랑로","0.038","0.024","0.4","0.002","28","18"
"20210725","강남구","0.01","0.04","0.3","0.003","22","16"
"20210725","강남대로","0.019","0.028","0.3","0.002","15","8"
"20210725","강동구","0.008","0.035","0.3","0.002","18","15"
"20210725","강변북로","0.019","0.032","0.4","0.003","15","11"
"20210725","강북구","0.009","0.039","0.2","0.003","20","15"
"20210725","강서구","0.011","0.04","0.2","0.002","22","17"
"20210725","공항대로","0.019","0.042","0.3","0.003","26","15"
"20210725","관악구","0.01","0.044","0.3","0.003","20","13"
"20210725","관악산","0.004","0.044","0.3","0.003","17","12"
"20210725","광진구","0.008","0.046","0.4","0.003","20","14"
"20210725","구로구","0.007","0.044","0.3","0.003","15","10"
"20210725","궁동","0.015","0.044","0.3","0.004","30","17"
"20210725","금천구","0.012","0.034","0.3","0.003","20","15"
"20210725","남산","0.014","0.039","0.1","0.002","15","11"
"20210725","노원구","0.009","0.041","0.3","0.002","19","15"
"20210725","도봉구","0.007","0.039","0.2","0.003","20","9"
"20210725","도산대로","0.02","0.034","0.4","0.002","17","9"
"20210725","동대문구","0.01","0.045","0.3","0.003","20","15"
"20210725","동작구","0.009","0.034","0.2","0.003","22","12"
"20210725","동작대로","0.022","0.033","0.3","0.002","22","16"
"20210725","마포구","0.012","0.044","0.3","0.003","23","14"
"20210725","마포아트센터","0.008","0.052","0.3","0.002","15","12"
"20210725","북한산","0.008","0.034","0.3","0.002","16","11"
"20210725","서대문구","0.008","0.043","0.2","0.004","13","11"
"20210725","서울숲","0.01","0.041","0.4","0.002","22","8"
"20210725","서초구","0.01","0.039","0.4","0.003","18","9"
"20210725","성동구","0.014","0.043","0.3","0.003","20","17"
"20210725","성북구","0.013","0.044","0.5","0.002","17","9"
"20210725","세곡","0.009","0.037","0.4","0.003","18","10"
"20210725","송파구","0.011","0.043","0.3","0.003","22","16"
"20210725","시흥대로","0.031","0.024","0.4","0.004","26","19"
"20210725","신촌로","0.02","0.013","0.4","0.003","23","14"
"20210725","양천구","0.009","0.043","0.3","0.003","24","13"
"20210725","영등포구","0.011","0.046","0.3","0.003","25","15"
"20210725","영등포로","0.02","0.033","0.4","0.003","25","17"
"20210725","올림픽공원","0.008","0.046","0.4","0.003","15","10"
"20210725","용산구","0.012","0.039","0.2","0.003","20","16"
"20210725","은평구","0.009","0.044","0.3","0.003","16","11"
"20210725","자연사박물관","0.009","0.057","0.3","0.003","16","9"
"20210725","정릉로","0.025","0.036","0.3","0.003","23","16"
"20210725","종로","0.018","0.033","0.3","0.003","22","15"
"20210725","종로구","0.012","0.045","0.3","0.004","19","16"
"20210725","중구","0.018","0.038","0.3","0.004","23","16"
"20210725","중랑구","0.009","0.046","0.2","0.003","22","15"
"20210725","천호대로","0.017","0.036","0.3","0.003","23","15"
"20210725","청계천로","0.018","0.041","0.3","0.005","25","18"
"20210725","한강대로","0.017","0.02","0.5","0.004","37","19"
"20210725","행주","0.012","0.043","0.4","0.003","27","17"
"20210725","홍릉로","0.014","0.035","0.3","0.003","23","15"
"20210725","화랑로","0.026","0.029","0.4","0.002","25","17"
"20210724","강남구","0.018","0.04","0.3","0.003","27","18"
"20210724","강남대로","0.029","0.027","0.4","0.003","22","11"
"20210724","강동구","0.013","0.032","0.2","0.003","21","16"
"20210724","강변북로","0.03","0.026","0.5","0.003","20","13"
"20210724","강북구","0.012","0.038","0.3","0.003","25","20"
"20210724","강서구","0.017","0.048","0.3","0.002","31","24"
"20210724","공항대로","0.03","0.049","0.4","0.003","39","23"
"20210724","관악구","0.018","0.051","0.4","0.003","30","19"
"20210724","관악산","0.005","0.055","0.3","0.003","21","15"
"20210724","광진구","0.011","0.045","0.4","0.002","23","15"
"20210724","구로구","0.014","0.051","0.3","0.003","21","13"
"20210724","궁동","0.022","0.052","0.3","0.004","38","22"
"20210724","금천구","0.019","0.038","0.3","0.003","29","22"
"20210724","남산","0.019","0.041","0.2","0.002","19","14"
"20210724","노원구","0.015","0.042","0.3","0.002","22","17"
"20210724","도봉구","0.009","0.039","0.2","0.003","23","11"
"20210724","도산대로","0.035","0.032","0.6","0.003","25","13"
"20210724","동대문구","0.017","0.044","0.3","0.003","23","17"
"20210724","동작구","0.016","0.039","0.3","0.003","30","18"
"20210724","동작대로","0.038","0.036","0.4","0.003","31","21"
"20210724","마포구","0.019","0.052","0.3","0.003","29","18"
"20210724","마포아트센터","0.013","0.064","0.3","0.002","21","17"
"20210724","북한산","0.01","0.034","0.3","0.002","20","13"
"20210724","서대문구","0.013","0.048","0.3","0.004","21","17"
"20210724","서울숲","0.015","0.04","0.4","0.002","24","11"
"20210724","서초구","0.021","0.041","0.5","0.003","27","14"
"20210724","성동구","0.021","0.043","0.3","0.003","25","18"
"20210724","성북구","0.019","0.041","0.5","0.003","28","13"
"20210724","세곡","0.018","0.035","0.4","0.003","23","12"
"20210724","송파구","0.021","0.039","0.3","0.003","26","18"
"20210724","시흥대로","0.057","0.021","0.5","0.004","38","25"
"20210724","신촌로","0.031","0.016","0.5","0.003","33","21"
"20210724","양천구","0.016","0.053","0.4","0.003","31","22"
"20210724","영등포구","0.019","0.055","0.4","0.003","31","22"
"20210724","영등포로","0.031","0.039","0.4","0.003","33","24"
"20210724","올림픽공원","0.013","0.04","0.4","0.003","17","11"
"20210724","용산구","0.018","0.039","0.3","0.003","26","19"
"20210724","은평구","0.012","0.049","0.3","0.003","23","16"
"20210724","자연사박물관","0.015","0.066","0.4","0.003","23","13"
"20210724","정릉로","0.035","0.032","0.3","0.003","27","20"
"20210724","종로","0.028","0.031","0.4","0.003","27","20"
"20210724","종로구","0.018","0.046","0.3","0.004","23","19"
"20210724","중구","0.024","0.043","0.4","0.004","34","22"
"20210724","중랑구","0.014","0.043","0.2","0.003","24","16"
"20210724","천호대로","0.028","0.028","0.3","0.003","28","16"
"20210724","청계천로","0.029","0.039","0.4","0.005","31","21"
"20210724","한강대로","0.028","0.021","0.6","0.004","46","25"
"20210724","행주","0.017","0.056","0.4","0.003","38","24"
"20210724","홍릉로","0.022","0.032","0.3","0.003","26","18"
"20210724","화랑로","0.039","0.023","0.4","0.002","28","19"
"20210723","강남구","0.018","0.042","0.3","0.003","28","18"
"20210723","강남대로","0.035","0.025","0.4","0.003","21","11"
"20210723","강동구","0.014","0.032","0.2","0.002","24","17"
"20210723","강변북로","0.038","0.024","0.5","0.003","22","14"
"20210723","강북구","0.013","0.044","0.3","0.003","27","21"
